from_date,title,count
1985-08-11,Senior Engineer,4
1985-08-11,Senior Staff,4
1985-08-11,Staff,1
1985-08-12,Engineer,2
1985-08-12,Senior Engineer,6
1985-08-12,Senior Staff,6
1985-08-12,Staff,1
1985-08-12,Technique Leader,2
1985-08-13,Assistant Engineer,1
1985-08-13,Engineer,3
1985-08-13,Senior Engineer,4
1985-08-13,Senior Staff,2
1985-08-13,Staff,3
1985-08-13,Technique Leader,1
1985-08-14,Engineer,2
1985-08-14,Senior Engineer,4
1985-08-14,Senior Staff,6
1985-08-14,Staff,1
1985-08-14,Technique Leader,2
1985-08-15,Assistant Engineer,1
1985-08-15,Engineer,1
1985-08-15,Senior Engineer,11
1985-08-15,Senior Staff,5
1985-08-15,Staff,1
1985-08-15,Technique Leader,2
1985-08-16,Engineer,5
1985-08-16,Senior Engineer,11
1985-08-16,Senior Staff,7
1985-08-16,Technique Leader,2
1985-08-17,Engineer,2
1985-08-17,Senior Engineer,4
1985-08-17,Senior Staff,6
1985-08-17,Staff,2
1985-08-17,Technique Leader,3
1985-08-18,Assistant Engineer,1
1985-08-18,Engineer,2
1985-08-18,Senior Staff,6
1985-08-18,Staff,2
1985-08-18,Technique Leader,2
1985-08-19,Engineer,2
1985-08-19,Senior Engineer,10
1985-08-19,Senior Staff,4
1985-08-19,Staff,4
1985-08-19,Technique Leader,4
1985-08-20,Senior Engineer,4
1985-08-20,Senior Staff,3
1985-08-20,Staff,1
1985-08-20,Technique Leader,2
1985-08-21,Engineer,2
1985-08-21,Senior Engineer,4
1985-08-21,Senior Staff,3
1985-08-21,Staff,2
1985-08-22,Engineer,1
1985-08-22,Senior Engineer,4
1985-08-22,Senior Staff,4
1985-08-22,Staff,4
1985-08-22,Technique Leader,3
1985-08-23,Assistant Engineer,1
1985-08-23,Engineer,2
1985-08-23,Senior Engineer,3
1985-08-23,Senior Staff,5
1985-08-23,Staff,3
1985-08-23,Technique Leader,3
1985-08-24,Assistant Engineer,1
1985-08-24,Engineer,2
1985-08-24,Senior Engineer,7
1985-08-24,Senior Staff,6
1985-08-24,Staff,2
1985-08-24,Technique Leader,3
1985-08-25,Engineer,7
1985-08-25,Senior Engineer,4
1985-08-25,Senior Staff,6
1985-08-25,Staff,2
1985-08-25,Technique Leader,2
1985-08-26,Engineer,5
1985-08-26,Senior Engineer,4
1985-08-26,Senior Staff,2
1985-08-26,Staff,2
1985-08-27,Engineer,2
1985-08-27,Senior Engineer,1
1985-08-27,Senior Staff,6
1985-08-27,Staff,3
1985-08-27,Technique Leader,3
1985-08-28,Senior Engineer,7
1985-08-28,Senior Staff,9
1985-08-28,Staff,1
1985-08-28,Technique Leader,6
1985-08-29,Engineer,3
1985-08-29,Senior Engineer,10
1985-08-29,Senior Staff,5
1985-08-29,Staff,3
1985-08-29,Technique Leader,1
1985-08-30,Engineer,1
1985-08-30,Senior Engineer,2
1985-08-30,Senior Staff,6
1985-08-30,Technique Leader,1
1985-08-31,Engineer,2
1985-08-31,Senior Engineer,8
1985-08-31,Senior Staff,3
1985-08-31,Staff,2
1985-08-31,Technique Leader,3
1985-09-01,Assistant Engineer,2
1985-09-01,Engineer,3
1985-09-01,Senior Engineer,6
1985-09-01,Senior Staff,6
1985-09-01,Staff,1
1985-09-01,Technique Leader,1
1985-09-02,Engineer,1
1985-09-02,Senior Engineer,4
1985-09-02,Senior Staff,8
1985-09-02,Staff,4
1985-09-02,Technique Leader,3
1985-09-03,Engineer,2
1985-09-03,Senior Engineer,7
1985-09-03,Senior Staff,6
1985-09-03,Staff,2
1985-09-03,Technique Leader,1
1985-09-04,Engineer,1
1985-09-04,Senior Engineer,2
1985-09-04,Senior Staff,5
1985-09-04,Staff,2
1985-09-04,Technique Leader,8
1985-09-05,Senior Engineer,6
1985-09-05,Senior Staff,9
1985-09-05,Staff,2
1985-09-05,Technique Leader,2
1985-09-06,Engineer,2
1985-09-06,Senior Engineer,7
1985-09-06,Senior Staff,4
1985-09-06,Technique Leader,5
1985-09-07,Engineer,4
1985-09-07,Senior Engineer,5
1985-09-07,Senior Staff,6
1985-09-07,Staff,4
1985-09-07,Technique Leader,2
1985-09-08,Engineer,1
1985-09-08,Senior Engineer,6
1985-09-08,Senior Staff,4
1985-09-08,Staff,1
1985-09-08,Technique Leader,2
1985-09-09,Assistant Engineer,1
1985-09-09,Engineer,1
1985-09-09,Senior Engineer,3
1985-09-09,Senior Staff,3
1985-09-09,Staff,4
1985-09-09,Technique Leader,2
1985-09-10,Engineer,3
1985-09-10,Senior Engineer,4
1985-09-10,Senior Staff,5
1985-09-10,Staff,1
1985-09-10,Technique Leader,3
1985-09-11,Assistant Engineer,1
1985-09-11,Engineer,1
1985-09-11,Senior Engineer,5
1985-09-11,Senior Staff,5
1985-09-11,Staff,1
1985-09-11,Technique Leader,3
1985-09-12,Engineer,1
1985-09-12,Senior Engineer,4
1985-09-12,Senior Staff,7
1985-09-12,Staff,2
1985-09-12,Technique Leader,3
1985-09-13,Engineer,2
1985-09-13,Senior Engineer,5
1985-09-13,Senior Staff,6
1985-09-13,Staff,2
1985-09-13,Technique Leader,1
1985-09-14,Engineer,2
1985-09-14,Senior Engineer,10
1985-09-14,Senior Staff,4
1985-09-14,Staff,2
1985-09-14,Technique Leader,4
1985-09-15,Engineer,2
1985-09-15,Senior Engineer,7
1985-09-15,Senior Staff,2
1985-09-15,Staff,1
1985-09-15,Technique Leader,3
1985-09-16,Assistant Engineer,1
1985-09-16,Engineer,3
1985-09-16,Senior Engineer,3
1985-09-16,Senior Staff,6
1985-09-16,Staff,1
1985-09-16,Technique Leader,2
1985-09-17,Engineer,3
1985-09-17,Senior Engineer,6
1985-09-17,Senior Staff,7
1985-09-17,Staff,1
1985-09-17,Technique Leader,3
1985-09-18,Senior Engineer,7
1985-09-18,Senior Staff,4
1985-09-18,Technique Leader,7
1985-09-19,Engineer,1
1985-09-19,Senior Engineer,7
1985-09-19,Senior Staff,3
1985-09-19,Staff,1
1985-09-20,Senior Engineer,6
1985-09-20,Senior Staff,2
1985-09-20,Staff,2
1985-09-20,Technique Leader,2
1985-09-21,Engineer,3
1985-09-21,Senior Engineer,8
1985-09-21,Senior Staff,4
1985-09-21,Staff,1
1985-09-21,Technique Leader,2
1985-09-22,Engineer,1
1985-09-22,Senior Engineer,8
1985-09-22,Senior Staff,5
1985-09-22,Staff,2
1985-09-22,Technique Leader,5
1985-09-23,Assistant Engineer,1
1985-09-23,Engineer,2
1985-09-23,Senior Engineer,11
1985-09-23,Senior Staff,4
1985-09-23,Staff,3
1985-09-23,Technique Leader,2
1985-09-24,Assistant Engineer,1
1985-09-24,Engineer,3
1985-09-24,Senior Engineer,1
1985-09-24,Senior Staff,4
1985-09-24,Staff,2
1985-09-24,Technique Leader,4
1985-09-25,Engineer,2
1985-09-25,Senior Engineer,6
1985-09-25,Senior Staff,7
1985-09-25,Staff,3
1985-09-25,Technique Leader,3
1985-09-26,Engineer,1
1985-09-26,Senior Engineer,10
1985-09-26,Senior Staff,4
1985-09-26,Staff,2
1985-09-26,Technique Leader,4
1985-09-27,Senior Engineer,6
1985-09-27,Senior Staff,7
1985-09-27,Staff,3
1985-09-27,Technique Leader,3
1985-09-28,Senior Engineer,7
1985-09-28,Senior Staff,4
1985-09-28,Technique Leader,3
1985-09-29,Engineer,1
1985-09-29,Senior Engineer,6
1985-09-29,Senior Staff,4
1985-09-29,Staff,3
1985-09-29,Technique Leader,2
1985-09-30,Engineer,1
1985-09-30,Senior Engineer,10
1985-09-30,Senior Staff,5
1985-09-30,Staff,2
1985-09-30,Technique Leader,1
1985-10-01,Senior Engineer,5
1985-10-01,Senior Staff,3
1985-10-01,Staff,1
1985-10-01,Technique Leader,4
1985-10-02,Engineer,2
1985-10-02,Senior Engineer,6
1985-10-02,Senior Staff,8
1985-10-02,Technique Leader,5
1985-10-03,Assistant Engineer,1
1985-10-03,Engineer,2
1985-10-03,Senior Engineer,2
1985-10-03,Senior Staff,5
1985-10-03,Technique Leader,5
1985-10-04,Engineer,1
1985-10-04,Senior Engineer,4
1985-10-04,Senior Staff,4
1985-10-04,Staff,4
1985-10-04,Technique Leader,1
1985-10-05,Engineer,1
1985-10-05,Senior Engineer,4
1985-10-05,Senior Staff,7
1985-10-05,Staff,1
1985-10-05,Technique Leader,1
1985-10-06,Engineer,1
1985-10-06,Senior Engineer,4
1985-10-06,Senior Staff,3
1985-10-06,Staff,3
1985-10-06,Technique Leader,2
1985-10-07,Assistant Engineer,1
1985-10-07,Engineer,1
1985-10-07,Senior Engineer,5
1985-10-07,Senior Staff,10
1985-10-07,Technique Leader,1
1985-10-08,Engineer,3
1985-10-08,Senior Engineer,6
1985-10-08,Senior Staff,2
1985-10-08,Technique Leader,1
1985-10-09,Engineer,3
1985-10-09,Senior Engineer,5
1985-10-09,Staff,2
1985-10-09,Technique Leader,2
1985-10-10,Senior Engineer,2
1985-10-10,Senior Staff,6
1985-10-10,Staff,3
1985-10-10,Technique Leader,2
1985-10-11,Assistant Engineer,1
1985-10-11,Engineer,1
1985-10-11,Senior Engineer,8
1985-10-11,Senior Staff,1
1985-10-11,Staff,1
1985-10-11,Technique Leader,4
1985-10-12,Engineer,1
1985-10-12,Senior Engineer,5
1985-10-12,Senior Staff,7
1985-10-12,Technique Leader,3
1985-10-13,Engineer,2
1985-10-13,Senior Engineer,9
1985-10-13,Senior Staff,8
1985-10-13,Staff,1
1985-10-13,Technique Leader,1
1985-10-14,Engineer,2
1985-10-14,Senior Engineer,2
1985-10-14,Senior Staff,6
1985-10-14,Staff,2
1985-10-14,Technique Leader,5
1985-10-15,Engineer,2
1985-10-15,Senior Engineer,6
1985-10-15,Senior Staff,2
1985-10-15,Staff,3
1985-10-15,Technique Leader,4
1985-10-16,Engineer,2
1985-10-16,Senior Engineer,5
1985-10-16,Senior Staff,4
1985-10-16,Staff,1
1985-10-16,Technique Leader,3
1985-10-17,Engineer,1
1985-10-17,Senior Engineer,4
1985-10-17,Senior Staff,9
1985-10-17,Staff,4
1985-10-17,Technique Leader,1
1985-10-18,Engineer,3
1985-10-18,Senior Engineer,7
1985-10-18,Senior Staff,5
1985-10-18,Technique Leader,1
1985-10-19,Assistant Engineer,1
1985-10-19,Senior Engineer,3
1985-10-19,Senior Staff,6
1985-10-19,Staff,3
1985-10-19,Technique Leader,1
1985-10-20,Engineer,1
1985-10-20,Senior Engineer,3
1985-10-20,Senior Staff,6
1985-10-20,Staff,4
1985-10-20,Technique Leader,2
1985-10-21,Engineer,2
1985-10-21,Senior Engineer,8
1985-10-21,Senior Staff,6
1985-10-21,Staff,4
1985-10-21,Technique Leader,2
1985-10-22,Engineer,1
1985-10-22,Senior Engineer,7
1985-10-22,Senior Staff,5
1985-10-22,Staff,1
1985-10-22,Technique Leader,3
1985-10-23,Engineer,3
1985-10-23,Senior Engineer,6
1985-10-23,Senior Staff,7
1985-10-23,Staff,1
1985-10-23,Technique Leader,1
1985-10-24,Assistant Engineer,1
1985-10-24,Engineer,1
1985-10-24,Senior Engineer,5
1985-10-24,Senior Staff,9
1985-10-24,Staff,3
1985-10-24,Technique Leader,3
1985-10-25,Engineer,3
1985-10-25,Senior Engineer,9
1985-10-25,Senior Staff,4
1985-10-25,Staff,2
1985-10-25,Technique Leader,4
1985-10-26,Senior Engineer,6
1985-10-26,Senior Staff,2
1985-10-26,Staff,1
1985-10-27,Engineer,7
1985-10-27,Senior Engineer,8
1985-10-27,Senior Staff,2
1985-10-27,Staff,5
1985-10-28,Engineer,2
1985-10-28,Senior Engineer,7
1985-10-28,Senior Staff,7
1985-10-28,Technique Leader,4
1985-10-29,Assistant Engineer,2
1985-10-29,Engineer,1
1985-10-29,Senior Engineer,8
1985-10-29,Senior Staff,3
1985-10-29,Staff,2
1985-10-29,Technique Leader,3
1985-10-30,Senior Engineer,5
1985-10-30,Senior Staff,7
1985-10-30,Staff,1
1985-10-30,Technique Leader,1
1985-10-31,Engineer,2
1985-10-31,Senior Engineer,5
1985-10-31,Senior Staff,9
1985-10-31,Staff,1
1985-10-31,Technique Leader,2
1985-11-01,Engineer,1
1985-11-01,Senior Engineer,8
1985-11-01,Senior Staff,2
1985-11-01,Staff,3
1985-11-01,Technique Leader,2
1985-11-02,Engineer,1
1985-11-02,Senior Engineer,2
1985-11-02,Senior Staff,5
1985-11-02,Staff,4
1985-11-02,Technique Leader,3
1985-11-03,Engineer,1
1985-11-03,Senior Engineer,4
1985-11-03,Senior Staff,5
1985-11-03,Staff,2
1985-11-03,Technique Leader,4
1985-11-04,Engineer,2
1985-11-04,Senior Engineer,5
1985-11-04,Senior Staff,1
1985-11-04,Technique Leader,4
1985-11-05,Engineer,3
1985-11-05,Senior Engineer,6
1985-11-05,Senior Staff,4
1985-11-05,Staff,1
1985-11-05,Technique Leader,5
1985-11-06,Engineer,1
1985-11-06,Senior Engineer,3
1985-11-06,Senior Staff,7
1985-11-06,Staff,4
1985-11-06,Technique Leader,2
1985-11-07,Engineer,3
1985-11-07,Senior Engineer,3
1985-11-07,Senior Staff,7
1985-11-07,Staff,2
1985-11-07,Technique Leader,3
1985-11-08,Engineer,1
1985-11-08,Senior Engineer,7
1985-11-08,Senior Staff,9
1985-11-08,Technique Leader,3
1985-11-09,Senior Engineer,8
1985-11-09,Senior Staff,9
1985-11-09,Staff,1
1985-11-10,Senior Engineer,8
1985-11-10,Senior Staff,4
1985-11-10,Staff,1
1985-11-10,Technique Leader,2
1985-11-11,Senior Engineer,5
1985-11-11,Senior Staff,2
1985-11-11,Staff,3
1985-11-11,Technique Leader,2
1985-11-12,Engineer,2
1985-11-12,Senior Engineer,6
1985-11-12,Senior Staff,5
1985-11-12,Staff,3
1985-11-13,Senior Engineer,9
1985-11-13,Senior Staff,7
1985-11-13,Staff,2
1985-11-13,Technique Leader,4
1985-11-14,Assistant Engineer,1
1985-11-14,Engineer,3
1985-11-14,Senior Engineer,9
1985-11-14,Senior Staff,6
1985-11-14,Staff,2
1985-11-14,Technique Leader,5
1985-11-15,Engineer,5
1985-11-15,Senior Engineer,13
1985-11-15,Senior Staff,5
1985-11-15,Staff,1
1985-11-15,Technique Leader,2
1985-11-16,Senior Engineer,3
1985-11-16,Senior Staff,3
1985-11-16,Staff,1
1985-11-16,Technique Leader,2
1985-11-17,Engineer,5
1985-11-17,Senior Engineer,10
1985-11-17,Senior Staff,5
1985-11-17,Staff,1
1985-11-17,Technique Leader,2
1985-11-18,Engineer,1
1985-11-18,Senior Engineer,10
1985-11-18,Senior Staff,5
1985-11-18,Staff,5
1985-11-18,Technique Leader,5
1985-11-19,Engineer,1
1985-11-19,Senior Engineer,1
1985-11-19,Senior Staff,3
1985-11-19,Technique Leader,4
1985-11-20,Assistant Engineer,1
1985-11-20,Engineer,2
1985-11-20,Senior Engineer,3
1985-11-20,Senior Staff,8
1985-11-20,Staff,2
1985-11-20,Technique Leader,6
1985-11-21,Engineer,2
1985-11-21,Senior Engineer,4
1985-11-21,Senior Staff,5
1985-11-21,Staff,1
1985-11-21,Technique Leader,4
1985-11-22,Engineer,1
1985-11-22,Senior Engineer,8
1985-11-22,Senior Staff,2
1985-11-22,Staff,4
1985-11-22,Technique Leader,3
1985-11-23,Engineer,1
1985-11-23,Senior Engineer,5
1985-11-23,Senior Staff,6
1985-11-23,Staff,1
1985-11-23,Technique Leader,4
1985-11-24,Senior Engineer,5
1985-11-24,Senior Staff,4
1985-11-24,Staff,1
1985-11-24,Technique Leader,1
1985-11-25,Engineer,1
1985-11-25,Senior Engineer,6
1985-11-25,Senior Staff,6
1985-11-25,Staff,1
1985-11-25,Technique Leader,4
1985-11-26,Engineer,2
1985-11-26,Senior Engineer,5
1985-11-26,Senior Staff,8
1985-11-26,Technique Leader,5
1985-11-27,Engineer,1
1985-11-27,Senior Engineer,3
1985-11-27,Senior Staff,5
1985-11-27,Staff,3
1985-11-27,Technique Leader,1
1985-11-28,Engineer,1
1985-11-28,Senior Engineer,6
1985-11-28,Senior Staff,5
1985-11-28,Staff,1
1985-11-28,Technique Leader,4
1985-11-29,Engineer,3
1985-11-29,Senior Engineer,8
1985-11-29,Senior Staff,6
1985-11-29,Technique Leader,1
1985-11-30,Senior Engineer,4
1985-11-30,Senior Staff,2
1985-11-30,Staff,3
1985-11-30,Technique Leader,4
1985-12-01,Engineer,1
1985-12-01,Senior Engineer,5
1985-12-01,Senior Staff,3
1985-12-01,Staff,2
1985-12-01,Technique Leader,5
1985-12-02,Engineer,1
1985-12-02,Senior Engineer,7
1985-12-02,Senior Staff,6
1985-12-02,Staff,2
1985-12-03,Engineer,2
1985-12-03,Senior Engineer,6
1985-12-03,Senior Staff,8
1985-12-03,Staff,3
1985-12-03,Technique Leader,1
1985-12-04,Engineer,1
1985-12-04,Senior Engineer,6
1985-12-04,Senior Staff,5
1985-12-04,Staff,2
1985-12-04,Technique Leader,4
1985-12-05,Senior Engineer,3
1985-12-05,Senior Staff,5
1985-12-05,Staff,1
1985-12-05,Technique Leader,3
1985-12-06,Assistant Engineer,1
1985-12-06,Engineer,3
1985-12-06,Senior Engineer,3
1985-12-06,Senior Staff,5
1985-12-06,Staff,2
1985-12-07,Engineer,2
1985-12-07,Senior Engineer,3
1985-12-07,Senior Staff,5
1985-12-07,Staff,1
1985-12-07,Technique Leader,2
1985-12-08,Engineer,2
1985-12-08,Senior Engineer,8
1985-12-08,Senior Staff,5
1985-12-08,Staff,2
1985-12-08,Technique Leader,1
1985-12-09,Assistant Engineer,1
1985-12-09,Engineer,3
1985-12-09,Senior Engineer,6
1985-12-09,Senior Staff,4
1985-12-09,Technique Leader,2
1985-12-10,Engineer,2
1985-12-10,Senior Engineer,3
1985-12-10,Senior Staff,8
1985-12-10,Technique Leader,3
1985-12-11,Assistant Engineer,1
1985-12-11,Engineer,2
1985-12-11,Senior Engineer,5
1985-12-11,Senior Staff,3
1985-12-11,Staff,1
1985-12-11,Technique Leader,4
1985-12-12,Engineer,2
1985-12-12,Senior Engineer,5
1985-12-12,Senior Staff,6
1985-12-12,Staff,3
1985-12-12,Technique Leader,3
1985-12-13,Senior Engineer,4
1985-12-13,Senior Staff,7
1985-12-13,Staff,2
1985-12-13,Technique Leader,2
1985-12-14,Senior Engineer,6
1985-12-14,Senior Staff,4
1985-12-14,Staff,2
1985-12-14,Technique Leader,4
1985-12-15,Senior Engineer,3
1985-12-15,Senior Staff,1
1985-12-15,Staff,3
1985-12-15,Technique Leader,5
1985-12-16,Engineer,2
1985-12-16,Senior Engineer,7
1985-12-16,Senior Staff,4
1985-12-16,Staff,3
1985-12-16,Technique Leader,1
1985-12-17,Engineer,3
1985-12-17,Senior Engineer,10
1985-12-17,Senior Staff,3
1985-12-17,Staff,2
1985-12-17,Technique Leader,1
1985-12-18,Assistant Engineer,1
1985-12-18,Engineer,1
1985-12-18,Senior Engineer,1
1985-12-18,Senior Staff,1
1985-12-18,Technique Leader,2
1985-12-19,Engineer,2
1985-12-19,Senior Engineer,8
1985-12-19,Senior Staff,5
1985-12-20,Engineer,2
1985-12-20,Senior Engineer,3
1985-12-20,Senior Staff,7
1985-12-20,Staff,1
1985-12-21,Engineer,2
1985-12-21,Senior Engineer,3
1985-12-21,Senior Staff,3
1985-12-21,Staff,5
1985-12-21,Technique Leader,2
1985-12-22,Engineer,2
1985-12-22,Senior Engineer,7
1985-12-22,Senior Staff,6
1985-12-22,Staff,1
1985-12-23,Engineer,3
1985-12-23,Senior Engineer,2
1985-12-23,Senior Staff,5
1985-12-23,Technique Leader,1
1985-12-24,Engineer,2
1985-12-24,Senior Engineer,4
1985-12-24,Senior Staff,3
1985-12-24,Staff,3
1985-12-24,Technique Leader,3
1985-12-25,Engineer,2
1985-12-25,Senior Engineer,4
1985-12-25,Senior Staff,7
1985-12-25,Staff,1
1985-12-25,Technique Leader,4
1985-12-26,Assistant Engineer,1
1985-12-26,Senior Engineer,7
1985-12-26,Senior Staff,2
1985-12-26,Staff,1
1985-12-26,Technique Leader,4
1985-12-27,Engineer,3
1985-12-27,Senior Engineer,5
1985-12-27,Senior Staff,3
1985-12-27,Staff,2
1985-12-28,Senior Engineer,6
1985-12-28,Senior Staff,6
1985-12-28,Staff,4
1985-12-28,Technique Leader,2
1985-12-29,Senior Engineer,6
1985-12-29,Senior Staff,6
1985-12-29,Staff,1
1985-12-29,Technique Leader,3
1985-12-30,Assistant Engineer,1
1985-12-30,Engineer,1
1985-12-30,Senior Engineer,6
1985-12-30,Senior Staff,4
1985-12-30,Staff,4
1985-12-30,Technique Leader,4
1985-12-31,Engineer,1
1985-12-31,Senior Engineer,2
1985-12-31,Senior Staff,3
1985-12-31,Technique Leader,1
1986-01-01,Engineer,1
1986-01-01,Senior Engineer,7
1986-01-01,Senior Staff,3
1986-01-01,Staff,1
1986-01-01,Technique Leader,2
1986-01-02,Engineer,1
1986-01-02,Senior Engineer,9
1986-01-02,Senior Staff,1
1986-01-02,Staff,2
1986-01-02,Technique Leader,1
1986-01-03,Engineer,1
1986-01-03,Senior Engineer,5
1986-01-03,Senior Staff,9
1986-01-03,Staff,1
1986-01-03,Technique Leader,1
1986-01-04,Engineer,2
1986-01-04,Senior Engineer,5
1986-01-04,Senior Staff,9
1986-01-04,Staff,1
1986-01-04,Technique Leader,4
1986-01-05,Assistant Engineer,1
1986-01-05,Engineer,1
1986-01-05,Senior Engineer,1
1986-01-05,Senior Staff,9
1986-01-05,Staff,2
1986-01-05,Technique Leader,3
1986-01-06,Engineer,2
1986-01-06,Senior Engineer,7
1986-01-06,Staff,1
1986-01-06,Technique Leader,4
1986-01-07,Senior Engineer,11
1986-01-07,Senior Staff,2
1986-01-07,Staff,3
1986-01-07,Technique Leader,1
1986-01-08,Engineer,5
1986-01-08,Senior Engineer,5
1986-01-08,Senior Staff,3
1986-01-08,Staff,1
1986-01-08,Technique Leader,3
1986-01-09,Engineer,1
1986-01-09,Senior Engineer,3
1986-01-09,Senior Staff,3
1986-01-09,Staff,2
1986-01-09,Technique Leader,2
1986-01-10,Engineer,3
1986-01-10,Senior Engineer,6
1986-01-10,Senior Staff,3
1986-01-10,Staff,1
1986-01-10,Technique Leader,3
1986-01-11,Engineer,2
1986-01-11,Senior Engineer,7
1986-01-11,Senior Staff,1
1986-01-11,Staff,3
1986-01-12,Assistant Engineer,1
1986-01-12,Senior Engineer,2
1986-01-12,Senior Staff,3
1986-01-12,Staff,1
1986-01-12,Technique Leader,1
1986-01-13,Engineer,1
1986-01-13,Senior Engineer,7
1986-01-13,Senior Staff,2
1986-01-13,Staff,2
1986-01-13,Technique Leader,2
1986-01-14,Senior Engineer,4
1986-01-14,Senior Staff,8
1986-01-14,Technique Leader,5
1986-01-15,Engineer,1
1986-01-15,Senior Engineer,7
1986-01-15,Senior Staff,4
1986-01-15,Staff,2
1986-01-15,Technique Leader,2
1986-01-16,Engineer,1
1986-01-16,Senior Engineer,12
1986-01-16,Senior Staff,5
1986-01-16,Staff,3
1986-01-16,Technique Leader,4
1986-01-17,Engineer,3
1986-01-17,Senior Engineer,8
1986-01-17,Senior Staff,3
1986-01-17,Staff,1
1986-01-17,Technique Leader,3
1986-01-18,Engineer,5
1986-01-18,Senior Engineer,8
1986-01-18,Senior Staff,5
1986-01-18,Staff,1
1986-01-18,Technique Leader,1
1986-01-19,Assistant Engineer,1
1986-01-19,Engineer,3
1986-01-19,Senior Engineer,5
1986-01-19,Senior Staff,4
1986-01-19,Staff,2
1986-01-19,Technique Leader,2
1986-01-20,Engineer,2
1986-01-20,Senior Engineer,2
1986-01-20,Senior Staff,1
1986-01-20,Staff,2
1986-01-20,Technique Leader,4
1986-01-21,Assistant Engineer,1
1986-01-21,Engineer,1
1986-01-21,Senior Engineer,9
1986-01-21,Senior Staff,5
1986-01-21,Staff,3
1986-01-21,Technique Leader,6
1986-01-22,Engineer,1
1986-01-22,Senior Engineer,5
1986-01-22,Senior Staff,7
1986-01-22,Staff,4
1986-01-22,Technique Leader,3
1986-01-23,Engineer,1
1986-01-23,Senior Engineer,5
1986-01-23,Senior Staff,3
1986-01-23,Staff,3
1986-01-23,Technique Leader,2
1986-01-24,Engineer,1
1986-01-24,Senior Engineer,3
1986-01-24,Senior Staff,4
1986-01-24,Staff,3
1986-01-24,Technique Leader,4
1986-01-25,Engineer,1
1986-01-25,Senior Engineer,2
1986-01-25,Senior Staff,3
1986-01-25,Staff,3
1986-01-25,Technique Leader,3
1986-01-26,Senior Engineer,5
1986-01-26,Senior Staff,2
1986-01-26,Staff,1
1986-01-26,Technique Leader,1
1986-01-27,Engineer,4
1986-01-27,Senior Engineer,7
1986-01-27,Senior Staff,5
1986-01-27,Staff,2
1986-01-27,Technique Leader,3
1986-01-28,Senior Engineer,9
1986-01-28,Senior Staff,3
1986-01-28,Staff,2
1986-01-28,Technique Leader,6
1986-01-29,Assistant Engineer,1
1986-01-29,Engineer,2
1986-01-29,Senior Engineer,8
1986-01-29,Senior Staff,4
1986-01-29,Staff,1
1986-01-29,Technique Leader,2
1986-01-30,Assistant Engineer,1
1986-01-30,Engineer,2
1986-01-30,Senior Engineer,9
1986-01-30,Senior Staff,5
1986-01-30,Staff,2
1986-01-30,Technique Leader,5
1986-01-31,Assistant Engineer,1
1986-01-31,Engineer,1
1986-01-31,Senior Engineer,10
1986-01-31,Senior Staff,6
1986-01-31,Staff,1
1986-01-31,Technique Leader,2
1986-02-01,Assistant Engineer,1
1986-02-01,Engineer,5
1986-02-01,Senior Engineer,6
1986-02-01,Senior Staff,5
1986-02-01,Staff,1
1986-02-01,Technique Leader,3
1986-02-02,Engineer,1
1986-02-02,Senior Engineer,5
1986-02-02,Senior Staff,5
1986-02-02,Staff,1
1986-02-02,Technique Leader,4
1986-02-03,Engineer,4
1986-02-03,Senior Engineer,3
1986-02-03,Senior Staff,3
